https://twitter.com/3m;3m
https://twitter.com/AmericanExpress;AmericanExpress
apple nima;nima
https://twitter.com/boeing;boeing
https://twitter.com/CaterpillarInc;CaterpillarInc
https://twitter.com/Chevron;Chevron
https://twitter.com/Cisco;Cisco
https://twitter.com/CocaCola;CocaCola
https://twitter.com/Disney;Disney
https://twitter.com/DuPont_News;DuPont_News
https://twitter.com/exxonmobil;exxonmobil
https://twitter.com/generalelectric;generalelectric
https://twitter.com/GoldmanSachs;GoldmanSachs
https://twitter.com/HomeDepot;HomeDepot
https://twitter.com/IBM;IBM
https://twitter.com/intel;intel
https://twitter.com/JNJNews;JNJNews
https://twitter.com/jpmorgan;jpmorgan
https://twitter.com/McDonalds;McDonalds
https://twitter.com/Merck;Merck
https://twitter.com/Microsoft;Microsoft
https://twitter.com/Nike;Nike
https://twitter.com/pfizer;pfizer
https://twitter.com/ProcterGamble;ProcterGamble
https://twitter.com/UTC;UTC
https://twitter.com/UnitedHealthGrp;UnitedHealthGrp
https://twitter.com/verizon;verizon
https://twitter.com/Visa;Visa
https://twitter.com/Walmart;Walmart
